names,ratings,price,num_reviews,annual_power_usage
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambie...,4.2,"₹30,990","77,604 Ratings & 6,670 Reviews","Annual Power Usage: 975.26 UnitsRoom Size: 111 - 150 sqft5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st March 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor"
Voltas 2022 Model 1.5 Ton 5 Star Split Inverter adjustible AC,4.2,"₹38,650","38,662 Ratings & 3,672 Reviews",Annual Power Usage: 893.02 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years on Compressor
Voltas 2023 Model 1.5 Ton 5 Star Split AC,4.2,"₹39,794","38,662 Ratings & 3,672 Reviews",Annual Power Usage: 769.14 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Voltas 2025 Model 1 Ton 3 Star Split Inverter 4-IN-1 Adjustable Mode | Energy Efficient | High Ambient...,4.1,"₹27,490","8,007 Ratings & 864 Reviews","Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below5 years warranty from the date of installation, (Inverter or Fixed Speed SACs) of Tonnage up to 2.2 Tr (Offer valid till 31st March 2026). It is applicable only for residential usage and does not apply to commercial or National Accounts customers, 5 Years warranty on PCB, 10 Years on Inverter Compressor"
Godrej 2025 Model 1.5 Ton 5 Star Split Inverter 5-In-1 Convertible Cooling Heavy Duty Cooling at Extre...,4,"₹33,990","10,845 Ratings & 1,086 Reviews","Annual Power Usage: 728.37 WRoom Size: 111 - 150 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor"
Voltas 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹35,990","77,604 Ratings & 6,670 Reviews",Annual Power Usage: 1037.79 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Voltas 2023 Model 1.5 Ton 5 Star Split AC,4.2,"₹37,549","38,662 Ratings & 3,672 Reviews",Annual Power Usage: 759.07 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Voltas 2024 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹28,990","8,007 Ratings & 864 Reviews","Annual Power Usage: 672.93 UnitsRoom Size: 90 sqft or Below1 Year on Product, 5 Years on PCB and 10 Years on Compressor"
Voltas 2023 Model 1.5 Ton 3 Star Split Inverter with Wi-fi Hot and Cold AC,4.2,"₹37,499","77,604 Ratings & 6,670 Reviews",Annual Power Usage: 977.62 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Lloyd 2025 Model 2 Ton 5 Star Split Inverter AC,3.8,"₹45,099",413 Ratings & 37 Reviews,"Annual Power Usage: 970.29 UnitsRoom Size: 151 - 200 sqft1 Year Warranty on Product, 5 Year Warranty on Component & 10 Year Warranty on Compressor."
"Godrej 2025 Model 2 Ton 3 Star Split Inverter AI Powered, 5-In-1 Convertible, Heavy Duty Cooling At Ex...",3.9,"₹37,490","1,768 Ratings & 109 Reviews","Annual Power Usage: 1181.02 kWhRoom Size: 151 - 200 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor"
Voltas 2023 Model 1.5 Ton 5 Star Split AC,4.2,"₹41,490","38,662 Ratings & 3,672 Reviews",Annual Power Usage: 742.94 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor
Voltas 2024 Model 1 Ton 3 Star Split Inverter AC,4.1,"₹28,599","8,007 Ratings & 864 Reviews",Annual Power Usage: 669.81 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor
realme TechLife 2026 Model 1.2 Ton 3 Star Split Inverter with Wi-fi (1 Ton + 0.2Ton Extra Cooling) wit...,4,"₹26,490",9 Ratings & 0 Reviews,Annual Power Usage: 728.86 kWhRoom Size: 91 - 110 sqft1 Year Warranty on Product and 10 Year Warranty on Compressor
"Midea 2026 Model 1 Ton 3 Star Split Inverter Convertible 6-in-1 with Auto Intelligence,Turbo Mode for ...",4.3,"₹26,490","25,041 Ratings & 3,946 Reviews","Annual Power Usage: 604.99 kWhRoom Size: 90 sqft or Below5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor"
Voltas 2024 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"₹37,402","38,662 Ratings & 3,672 Reviews",Annual Power Usage: 751.28 kWhRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 10 Years Warranty on Compressor*
Voltas 2024 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,629","77,604 Ratings & 6,670 Reviews","Annual Power Usage: 1037.79 UnitsRoom Size: 111 - 150 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor"
Voltas 2021 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"₹37,970","38,662 Ratings & 3,672 Reviews",Annual Power Usage: 1490 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on AC and 10 Years on Compressor
Voltas 2019 Model 1.5 Ton 5 Star Split Inverter AC,4.2,"₹37,650","38,662 Ratings & 3,672 Reviews",Annual Power Usage: 892.32 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Voltas
Midea 2026 Model 1.5 Ton 3 Star Split AI Inverter with Wi-fi Convertible 6-in-1 with Turbo Mode for Fa...,4.3,"₹30,990","17,952 Ratings & 2,768 Reviews","Annual Power Usage: 854.39 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive Warranty On Product,10 Year Warranty On Compressor"
Godrej 2025 Model 2 Ton 3 Star Split Inverter 5-In-1-Convertible Cooling with Heavy Duty Cooling And P...,3.9,"₹36,990","1,768 Ratings & 109 Reviews","Annual Power Usage: 1935 UnitsRoom Size: 151 - 200 sqft5 Years Warranty on Whole Product (Valid on sales post 1 Sep 2024, warranty can be availed after registering on Brand website within 30 days of purchase) and 10 Years Warranty on Compressor"
Voltas 2021 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹32,850","77,604 Ratings & 6,670 Reviews",Room Size: 111 - 150 sqft1 year comprehensive and 5 year warranty on compressor
Voltas 2021 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,850","77,604 Ratings & 6,670 Reviews",Annual Power Usage: 604.19 UnitsRoom Size: 111 - 150 sqft1 Year on Product and 5 Years on Compressor from Voltas
Panasonic 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹44,990","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 681.01 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,480","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 977.16 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 0.9 Ton 3 Star Split Inverter AC,4.3,"₹27,490",187 Ratings & 16 Reviews,"Annual Power Usage: 609.19 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1.4 Ton 3 Star Split Inverter AC,4.2,"₹30,710",93 Ratings & 17 Reviews,"Annual Power Usage: 929.59 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹30,250","5,201 Ratings & 593 Reviews","Annual Power Usage: 667.91 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1 Ton 3 Star Split Inverter AC,4.2,"₹28,870","5,201 Ratings & 593 Reviews","Annual Power Usage: 667.91 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,090","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 905.23 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹40,390","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1 Ton 4 Star Split Inverter with Wi-fi AC,4.2,"₹32,560",593 Ratings & 50 Reviews,"Annual Power Usage: 589.45 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2023 Model 0.8 Ton 3 Star Split Inverter AC,4.1,"₹26,990",389 Ratings & 40 Reviews,"Annual Power Usage: 519.64 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Panasonic 2025 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹34,820","3,917 Ratings & 428 Reviews","Annual Power Usage: 524.08 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹36,990","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 877.74 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,650","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 1001.91 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
Panasonic 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹51,990",806 Ratings & 69 Reviews,"Annual Power Usage: 1153.74 kWhRoom Size: 151 - 200 sqft5 Year Comprehensive warranty on Product, 10 Years warranty on Compressor, 5 Years warranty on ODU Casing plus 4 Years warranty on PCB"
"Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter Heating & Cooling both,7in1 Convertible AC",4.2,"₹40,990","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 859.27 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product, 10 Years warranty on Compressor, 5 Years warranty on ODU Casing plus 4 Years warranty on PCB"
Panasonic 2025 Model 1 Ton 3 Star Split Inverter AC,4.2,"₹30,620","5,201 Ratings & 593 Reviews",Annual Power Usage: 667.91 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,990","5,201 Ratings & 593 Reviews","Annual Power Usage: 593.89 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2026 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹39,990","3,917 Ratings & 428 Reviews","Annual Power Usage: 460.65 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2024 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹31,999","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 987.11 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2025 Model 1 Ton 3 Star Split Inverter AC,4.2,"₹27,990","5,201 Ratings & 593 Reviews",Annual Power Usage: 667.91 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2026 Model 1.5 Ton 4 Star Split Inverter with Wi-fi AC,4.1,"₹41,990","1,953 Ratings & 226 Reviews","Annual Power Usage: 759.55 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2024 Model 1.5 Ton 3 Star Split Inverter with Wi-fi 7 in 1 Convertible with True AI Mode AC,4.2,"₹36,990","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 1002.31 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1 Ton 3 Star Split Inverter AC,4.2,"₹29,990","5,201 Ratings & 593 Reviews",Annual Power Usage: 667.91 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product and 10 Years Warranty on Compressor
"Panasonic 2023 Model 1.5 Ton 3 Star Split Inverter with 2 Way Swing, PM 0.1 Air Purification Filter AC",4.2,"₹34,350","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 1002.72 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi Hot and Cold AC,4.2,"₹42,500","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 948.16 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2024 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹39,000","3,917 Ratings & 428 Reviews","Annual Power Usage: 524.08 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹44,990","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 681.01 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,480","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 977.16 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,000","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 987.91 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2024 Model 1 Ton 4 Star Split Inverter with Wi-fi AC,4.2,"₹30,600",593 Ratings & 50 Reviews,"Annual Power Usage: 601.5 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹40,390","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹30,250","5,201 Ratings & 593 Reviews","Annual Power Usage: 667.91 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹35,970","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 976.65 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2025 Model 1 Ton 3 Star Split Inverter AC,4.2,"₹32,890","5,201 Ratings & 593 Reviews","Annual Power Usage: 646.12 kWhRoom Size: 90 sqft or Below1 Year Warranty on Product, 10 Year Warranty on Compressor, 5 Year Warranty on PCB"
Panasonic 2024 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,350","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 952.59 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product, 5 Years Warranty on ODU Casting, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹36,450","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 987.68 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹36,990","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 877.74 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2025 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹34,820","3,917 Ratings & 428 Reviews","Annual Power Usage: 524.08 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹36,031","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 976.65 kWhRoom Size: 111 - 150 sqft1 Year Warranty on Product and 10 Years Warranty on Compressor
Panasonic 2021 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹35,850","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 743.96 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive on Warranty Product, 4 Years on PCB and 9 Years On Compressor"
Panasonic 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹51,990",806 Ratings & 69 Reviews,"Annual Power Usage: 1153.74 kWhRoom Size: 151 - 200 sqft5 Year Comprehensive warranty on Product, 10 Years warranty on Compressor, 5 Years warranty on ODU Casing plus 4 Years warranty on PCB"
Panasonic 2026 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹39,990","3,917 Ratings & 428 Reviews","Annual Power Usage: 460.65 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,990","5,201 Ratings & 593 Reviews","Annual Power Usage: 593.89 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹35,530","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 1003.57 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor
Panasonic 2023 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹34,350","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 1000.53 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty on Product and 5 Years Warranty on Compressor
Panasonic 2022 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹33,870","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 1002.72 UnitsRoom Size: 111 - 150 sqft1 Year Comprehensive Warranty, 4 Years on PCB and 9 Years on Compressor"
Panasonic 2026 Model 1.5 Ton 4 Star Split Inverter with Wi-fi AC,4.1,"₹41,990","1,953 Ratings & 226 Reviews","Annual Power Usage: 759.55 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹32,980","5,201 Ratings & 593 Reviews","Annual Power Usage: 667.36 kWhRoom Size: 90 sqft or Below1 Year Warranty On The Product, 5 Years Warranty on PCB and 10 Years Warranty On The Compressor"
Panasonic 2023 Model 1 Ton 5 Star Split Inverter with Wi-fi Convertible 7-in-1 with Additional AI Mode...,4.2,"₹48,990","3,917 Ratings & 428 Reviews","Annual Power Usage: 531.41 UnitsRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years Warranty on PCB and 10 Years Warranty on Compressor"
Panasonic 2024 Model 1.5 Ton 3 Star Split Inverter AC,4.2,"₹31,996","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 988.6 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor
Panasonic 2025 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹40,390","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 759.55 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2026 Model 1.5 Ton 5 Star Split Inverter with Wi-fi AC,4.3,"₹44,990","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 681.01 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2024 Model 1.5 Ton 3 Star Split AC,4.2,"₹49,335","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 989.31 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor
Panasonic 2024 Model 1.5 Ton 5 Star Split Inverter AC,4.3,"₹42,228","20,397 Ratings & 2,172 Reviews",Annual Power Usage: 774.19 UnitsRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor
Panasonic 2025 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹46,770",806 Ratings & 69 Reviews,"Annual Power Usage: 1200.23 UnitsRoom Size: 151 - 200 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹34,820","3,917 Ratings & 428 Reviews","Annual Power Usage: 524.08 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2026 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,990","5,201 Ratings & 593 Reviews","Annual Power Usage: 593.89 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2026 Model 1.5 Ton 4 Star Split Inverter with Wi-fi AC,4.1,"₹41,990","1,953 Ratings & 226 Reviews","Annual Power Usage: 759.55 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2026 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹36,990","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 877.74 kWhRoom Size: 111 - 150 sqft5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2025 Model 1.5 Ton 4 Star Split Inverter with Wi-fi AC,4.1,"₹37,630","1,953 Ratings & 226 Reviews","Annual Power Usage: 858.17 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2026 Model 2 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹51,990",806 Ratings & 69 Reviews,"Annual Power Usage: 1153.74 kWhRoom Size: 151 - 200 sqft5 Year Comprehensive warranty on Product, 10 Years warranty on Compressor, 5 Years warranty on ODU Casing plus 4 Years warranty on PCB"
Panasonic 2026 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹39,990","3,917 Ratings & 428 Reviews","Annual Power Usage: 460.65 kWhRoom Size: 90 sqft or Below5 Year Comprehensive warranty on Product ,10 Years warranty on Compressor plus 4 Years warranty on PCB"
Panasonic 2024 Model 2 Ton 3 Star Split Inverter with Wi-fi 7 in 1 Convertible with True AI Mode AC,4.2,"₹50,990",806 Ratings & 69 Reviews,"Annual Power Usage: 1215.59 UnitsRoom Size: 151 - 200 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
"Panasonic 2024 Model 1.5 Ton 5 Star Split Inverter with Wi-fi 7 in 1 Convertible with True AI Mode, Ma...",4.3,"₹43,850","20,397 Ratings & 2,172 Reviews","Annual Power Usage: 774.19 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
"Panasonic 2023 Model 1 Ton 5 Star Split Inverter with Wi-fi 7 in 1 Convertible with True AI Mode, Matt...",4.2,"₹33,600","3,917 Ratings & 428 Reviews","Annual Power Usage: 523.98 UnitsRoom Size: 90 sqft or Below1 Year Warranty on Product, 5 Years Warranty on PCB and 5 Years Warranty on ODU Casing and 10 Years Warranty on Compressor"
Panasonic 2025 Model 1.5 Ton 3 Star Split AC,4.2,"₹34,600","22,656 Ratings & 2,219 Reviews",Annual Power Usage: 989.31 WRoom Size: 111 - 150 sqft1 Year Warranty on Product and 5 Years Warranty on Compressor
Panasonic 2025 Model 1.5 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹33,480","22,656 Ratings & 2,219 Reviews","Annual Power Usage: 977.16 UnitsRoom Size: 111 - 150 sqft5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2025 Model 1 Ton 3 Star Split Inverter with Wi-fi AC,4.2,"₹30,250","5,201 Ratings & 593 Reviews","Annual Power Usage: 667.91 UnitsRoom Size: 90 sqft or Below5 years on Product and 10 years on Compressor. 5 years warranty covers PCB, Coils and Motors. Gas Charging: Covered for part replacement (Coils & Compressor) till 5 years."
Panasonic 2024 Model 2 Ton 5 Star Split Inverter AC,4.3,"₹54,500",912 Ratings & 97 Reviews,"Annual Power Usage: 926.31 UnitsRoom Size: 151 - 200 sqft1 Year on Product, 5 Years on PCB and 10 Years on Compressor"
Panasonic 2025 Model 1 Ton 5 Star Split Inverter with Wi-fi AC,4.2,"₹37,580","3,917 Ratings & 428 Reviews","Annual Power Usage: 514 kWhRoom Size: 90 sqft or Below1 Year Comprehensive Warranty on Product, 5 Years PCB Warranty, 5 Years ODU Casing Warranty, 10 Years Compressor Warranty"
